attrib1,attrib2,attrib3,target
1.323628,0.36613,4.084901,0
8.179138,8.179828,7.894103,1
2.632008,7.23536,1.3478,1
9.824722,1.573954,0.749358,1
6.220022,7.204591,2.530651,1
7.713743,3.151655,9.41741,1
0.567338,7.715187,5.459671,1
3.382783,4.85843,0.080501,1
0.218149,9.511804,3.961929,1
2.742033,1.914009,7.111154,0
9.916709,8.512624,5.594652,0
2.687877,8.769148,6.315652,1
5.349306,6.521075,0.490176,1
5.046961,6.701884,1.225382,1
7.501685,5.012357,0.539961,1
8.634361,6.9551,8.699604,1
3.629822,5.170598,2.954908,1
1.205546,6.696104,2.099322,0
5.085083,3.09762,1.483256,1
9.11888,9.947674,2.400966,1
2.396647,5.663459,7.651438,1
8.338354,6.064538,3.909773,1
4.838526,9.159944,9.379774,1
7.827804,6.485221,3.768748,1
2.933958,6.24684,2.714767,1
7.345799,6.763244,8.501368,1
3.591704,6.492329,7.795946,1
6.446584,3.363511,7.896378,1
0.391321,3.698043,6.936168,0
5.600376,9.517911,8.388465,1
9.159698,7.385963,6.370821,1
1.292043,8.704947,4.216531,1
5.274181,1.231841,0.510183,0
2.48495,6.256135,9.336482,1
6.899286,5.822284,7.185694,1
2.017629,6.156256,8.137609,1
6.463965,3.314826,4.153071,0
2.71649,5.229164,6.784192,0
3.229195,9.896272,3.450235,1
9.067835,7.993964,3.85474,1
6.220274,6.134603,9.373482,1
6.713935,2.084922,1.696478,1
6.019499,6.344106,9.245022,1
6.729853,3.546236,5.90051,1
3.875862,7.110736,8.669652,1
2.588654,0.602604,0.400955,0
6.671404,2.554447,3.018845,1
4.225,8.66156,6.326191,1
9.341215,9.219372,2.124703,1
4.482626,6.027415,5.434053,1
9.345509,5.927539,9.137471,1
1.149068,9.096788,2.817561,0
9.231267,2.303943,6.025821,1
8.549705,6.638332,1.498158,1
7.382151,2.316986,0.172774,1
4.432597,7.774085,5.893949,1
1.3938,7.903412,1.484619,1
9.61014,2.897865,4.904288,1
4.883668,3.961201,3.513045,1
1.266232,5.558066,0.784205,0
8.389813,2.778991,7.568785,0
8.386033,1.465978,7.882476,1
1.882914,6.132517,2.483915,1
0.415634,8.629845,0.56227,1
7.388169,9.787592,0.116154,1
4.202605,6.964086,7.933688,1
9.10195,8.408817,9.616305,1
8.388703,1.620848,9.142119,1
7.518706,8.514131,4.443226,1
8.10791,6.673156,2.88455,1
8.79641,1.811987,7.078603,1
4.338752,6.998353,1.956609,0
9.563927,7.163775,6.688378,1
4.600678,7.317246,9.096392,1
5.341226,0.592251,8.142411,0
9.189228,1.57296,1.98644,1
3.460811,8.098282,4.152646,1
8.179285,4.939638,9.25883,1
7.713032,6.102834,9.834335,1
3.854171,8.38187,7.63352,1
6.140389,6.517456,9.927218,1
3.158581,8.036912,9.342105,1
4.910407,7.688936,6.368849,1
8.158919,6.853497,2.376693,1
5.961563,7.032449,6.938981,1
8.935485,2.08397,6.069744,1
2.127618,6.285332,0.164948,1
7.709903,6.986326,4.929587,1
7.616388,6.913439,3.627074,1
3.431822,0.473943,7.479935,0
6.597614,4.062529,7.669915,1
5.517648,8.45586,7.592735,0
7.576369,5.695964,5.18894,1
2.091103,1.508509,1.967202,0
3.978023,0.49704,7.164547,0
8.092379,2.671337,9.128101,1
9.800815,7.56034,1.165514,1
3.276937,7.114569,1.995521,1
8.729743,6.837025,1.171615,1
2.565643,7.057738,7.011318,1
8.643146,9.666447,9.223208,1
7.966724,5.886673,9.19573,1
8.717679,6.036526,0.344996,1
5.409489,9.417994,7.78307,1
6.266551,7.178983,2.833335,1
2.48336,0.265839,8.224817,0
1.474735,1.235401,0.751663,0
5.712631,8.130862,7.72525,1
6.415031,2.939054,9.67456,1
1.025061,7.432498,9.231628,1
8.212072,6.081475,5.232684,1
5.114266,9.058956,1.282939,1
8.948971,1.057414,5.947099,0
9.905018,7.468626,1.729561,1
8.32853,5.713884,4.796547,1
6.78846,3.362588,3.339985,1
3.752097,4.523946,8.184503,1
3.805116,6.51318,9.600575,1
1.32041,7.366065,7.185774,0
1.154775,8.159203,8.236694,1
3.851222,8.867624,8.702536,1
4.265658,2.258768,1.381268,0
7.326574,3.467701,7.221757,1
3.948755,6.223106,1.156319,1
2.679617,8.26767,9.056363,1
8.731544,2.583898,8.620287,1
3.819554,8.400308,7.365774,1
3.486926,8.866041,3.042916,1
9.956985,6.375903,0.128015,1
3.12063,2.051207,1.627236,0
7.275814,3.206534,2.259268,1
5.550013,8.486947,0.34602,1
4.226028,3.921929,3.050265,1
4.825137,5.936988,6.37103,1
7.734926,3.541521,1.184955,1
0.479845,4.677812,5.485333,0
9.275526,1.282109,7.02127,1
5.481892,3.600596,1.313786,1
5.057751,1.455805,3.724941,0
6.743601,5.490668,8.373369,1
7.329793,8.971768,1.858078,1
1.841253,8.047731,7.748507,1
1.086381,3.236448,4.761437,0
1.731751,7.533002,7.57702,1
3.592251,4.599903,4.030945,1
6.818555,5.6297,2.967333,1
7.870799,7.872415,9.883395,1
9.164721,3.116978,1.116454,1
6.375182,7.565894,4.399303,1
4.514581,7.859971,6.296814,1
3.196573,6.00124,8.892832,1
0.098562,9.767204,9.759651,1
7.405253,9.770784,2.976008,1
9.689657,1.876339,4.579632,1
1.859177,9.834465,2.812232,1
5.24112,8.022754,1.947867,1
4.492175,6.230771,6.626442,1
5.551015,4.637309,3.270441,1
6.2902,2.090866,3.748312,1
8.554129,6.574506,9.308712,1
3.089262,7.105314,0.733995,1
4.000892,5.342474,7.97843,1
9.888827,6.346507,3.894603,1
1.594728,8.513175,2.1262,1
6.443035,5.302143,7.544263,1
9.052268,8.526968,8.991995,1
8.644286,5.237671,2.028351,1
9.651815,6.823472,1.364717,1
2.697929,5.79157,6.160471,1
6.101709,8.521722,5.861149,1
9.331888,2.355828,9.324728,1
0.850553,0.469933,8.492307,0
8.616362,8.864357,2.968655,1
7.02904,9.861862,5.319844,1
6.838773,3.781469,7.922308,1
2.16353,9.805219,7.404547,1
6.755813,5.353842,0.749537,1
5.15113,5.615822,6.732542,1
6.61487,9.368653,2.737326,1
1.993914,8.573698,3.896645,1
8.454756,4.852406,3.286193,1
8.250773,7.325233,0.646547,1
0.812272,7.179529,5.273033,0
9.069906,1.194965,0.387227,1
9.106263,0.732222,0.013935,1
4.884402,4.40215,3.829534,1
3.305954,7.402802,8.085268,0
5.889473,3.528465,3.681345,1
8.927645,5.037366,2.500864,1
4.213989,8.288205,4.061584,1
3.590773,6.242174,8.850069,1
3.235748,3.669033,6.343126,0
3.773455,6.790906,1.639109,1
4.721369,8.107838,1.109244,1
7.059967,7.633286,9.837359,1
3.639649,9.714875,5.809401,1
7.175596,6.488416,6.99227,1
8.370511,3.056655,1.843574,1
8.458538,6.537649,5.714838,1
2.337074,6.081809,6.442539,1
5.530515,5.611332,8.635139,1
3.416446,8.381498,9.274143,1
7.501722,4.88767,5.547849,1
8.677924,6.2663,9.62524,1
8.079965,4.160855,6.167131,1
3.892718,5.638893,0.824242,1
4.248374,9.197378,2.549485,1
5.225362,8.412131,8.76291,1
5.222866,4.555267,3.839656,1
0.959914,8.438941,5.294965,1
7.915185,7.355506,4.892254,1
2.197861,6.861264,9.599917,1
3.754836,6.121662,3.051638,1
3.028451,9.046979,8.549199,1
9.758583,5.440454,9.172621,1
6.805217,7.676606,6.73319,1
2.690798,4.511569,5.2037,0
6.633049,3.284516,0.079655,1
5.492339,3.366538,1.182035,1
3.444051,8.390116,2.119881,1
9.922598,9.35704,8.255269,1
6.356182,6.659213,5.568276,1
6.166433,7.710409,1.093979,1
9.684436,7.465075,2.87596,1
1.377818,6.338394,8.190017,0
9.47864,0.195048,5.91551,1
6.484907,8.679997,3.913555,1
9.814767,0.480406,3.681378,1
0.028123,9.293063,4.780198,1
4.402248,3.725142,8.266779,1
6.073764,9.587411,4.6974,1
0.202657,9.436561,7.701375,1
7.331145,6.582152,7.167953,1
9.980263,4.170017,5.916114,1
9.690674,4.228502,3.370087,1
3.785114,8.124807,5.226693,1
9.213075,5.796047,8.434609,0
0.221283,8.365534,1.657732,1
7.869282,9.260295,3.267021,1
0.127405,8.495076,1.910071,1
4.410981,7.033673,5.395106,1
4.211385,8.658445,8.509448,1
8.5754,5.564546,8.136309,1
6.561278,2.700972,5.361496,0
1.574659,8.097022,4.731354,1
8.087092,9.552039,2.155331,1
8.011796,5.013063,2.690705,1
2.417529,7.386043,3.948938,1
2.931923,7.553024,0.512135,1
4.252088,7.969977,8.007247,1
8.222075,3.938821,4.286625,1
7.544092,3.630925,0.150208,1
9.965935,8.378011,1.895316,1
7.761489,4.810939,4.038024,1
5.769811,7.66372,3.507954,1
2.514943,9.298146,9.603063,1
5.611356,7.999048,1.249616,1
3.631893,8.518751,0.215435,1
3.771331,5.316609,4.34876,1
9.451827,9.892713,5.842175,1
8.871104,0.45297,5.57575,1
7.879443,3.147979,3.672324,0
3.42788,7.189603,1.911922,1
6.849311,8.288423,5.5695,1
1.283241,6.292443,1.664561,0
5.260301,8.703819,6.369106,1
0.662484,9.217764,6.251603,1
7.741422,2.488468,8.678376,1
9.578802,6.788201,2.053314,1
4.697938,3.547175,0.090257,1
6.45456,5.903254,3.469551,1
5.425511,5.828691,7.718171,1
6.43844,8.773172,6.137456,1
3.850452,6.154255,8.344926,1
7.347964,8.143298,9.252234,1
6.875868,2.178103,1.488817,1
8.000465,1.965002,0.935061,1
6.158402,5.93804,6.183071,1
2.965381,5.172921,3.236343,1
5.227792,8.821862,1.901617,1
7.618978,6.096967,8.291688,1
5.468113,8.959066,3.922024,1
1.548635,1.512261,5.472479,0
1.803737,3.735388,1.318514,0
6.051077,5.287024,3.396173,1
1.757628,9.563595,1.670407,1
5.218431,6.693442,4.33659,1
4.831321,3.2685,6.592167,1
9.160059,0.860924,1.261263,1
3.958325,2.401326,8.999966,0
7.556895,1.08775,0.683452,1
9.75534,1.823473,8.07048,1
6.233651,4.161638,7.152917,1
8.884007,1.851568,5.389001,1
9.302984,1.440925,3.714634,1
8.956494,5.281653,3.681532,1
4.315789,1.24724,1.822082,0
9.184191,5.937319,7.796297,1
6.416622,2.792693,9.896444,1
8.897014,2.54783,3.435058,1
7.577827,1.618819,5.645086,1
6.959075,7.910218,1.274364,1
5.823135,8.68677,6.704456,1
3.548754,8.941521,0.73254,1
2.256199,9.544213,0.140531,1
2.811,5.891012,3.764753,1
1.18266,0.241442,9.761001,0
9.157045,7.016128,6.655488,1
7.033992,6.936815,4.856852,1
7.420231,6.462162,2.148973,1
8.181997,4.002598,1.51899,1
5.185838,8.585025,9.826011,1
7.296343,8.565652,4.171567,1
9.740334,5.848025,4.986075,1
8.910556,7.023623,3.840277,1
7.052345,1.475057,4.646279,1
4.921787,4.091206,7.043355,1
8.245249,0.875672,3.47161,1
7.615222,0.703535,8.073334,1
4.679539,2.820232,6.42263,0
4.910088,4.542494,8.143251,1
7.016939,4.794489,4.425117,1
1.77469,8.686391,4.392085,0
8.395907,2.412392,0.415154,1
8.380431,4.313924,2.748381,0
8.173982,8.381158,1.211317,1
0.801924,7.254455,6.617211,1
4.107363,5.665836,7.938595,1
9.819131,1.928721,1.053931,1
8.025204,0.588385,8.961271,1
8.201586,0.976431,5.205876,1
9.345899,5.305318,2.134977,1
9.837236,4.029566,0.664749,0
5.604826,7.184412,4.640728,1
8.203889,2.391277,0.132999,1
6.695779,2.471467,4.705018,1
6.518035,3.878442,1.873238,1
1.948395,9.483418,7.889225,1
3.393757,2.28815,7.790101,1
6.953446,5.34636,0.152636,1
2.430876,9.717433,6.371787,1
9.615887,4.799218,9.799722,1
8.993451,0.799309,6.756739,1
5.915445,6.645913,7.053439,1
7.848591,6.262876,2.262947,1
7.138699,3.87307,1.151316,0
9.748418,7.406773,6.845331,1
1.436854,9.527706,1.896234,1
6.476868,9.379831,9.305365,1
9.625725,4.450345,4.090802,1
9.66027,1.672583,0.833817,1
8.067106,7.08416,6.418651,1
8.021871,3.629231,9.699631,1
8.4506,3.276563,5.135824,1
3.268964,9.846165,7.108681,1
7.180006,7.51653,7.072616,1
6.548562,2.311931,7.564926,1
0.229903,9.98078,9.790083,1
0.180659,9.26373,3.200764,1
8.506918,2.984984,0.517344,1
8.216473,9.87984,7.995966,1
9.103013,7.23989,6.481145,1
0.228723,0.509921,5.401605,0
4.603343,4.52888,8.744723,1
4.696062,5.08432,5.752563,1
8.758851,9.961982,1.205797,1
3.860417,1.802931,5.429172,0
2.86423,9.360889,0.538481,1
7.987497,3.829379,6.02869,1
8.301248,8.973429,4.511662,1
8.217108,7.130746,4.266871,1
3.622156,8.074345,1.059302,1
7.337385,6.387604,9.804294,1
9.964095,3.554457,9.387669,1
8.639478,0.683678,8.141875,1
0.044931,1.276869,9.84939,0
3.140938,9.526586,9.887626,1
4.250707,8.024003,0.99921,1
6.129408,5.747145,1.897832,1
9.827461,6.121321,3.788897,1
6.550773,7.793573,5.852036,1
0.226564,8.078103,4.999475,1
6.711655,8.105749,4.720213,1
3.493287,1.909379,4.108398,0
7.939826,0.75442,9.9247,1
9.686527,9.557576,3.599656,1
9.373289,3.565581,5.897145,1
9.433683,7.218519,0.250297,1
2.533007,5.958638,0.755488,1
7.385639,8.032288,4.930376,1
0.566081,4.940604,0.105596,0
3.726219,5.588276,3.610383,1
2.87921,8.23464,4.846318,1
6.008867,2.129553,1.587247,1
7.211518,7.098999,9.097909,1
4.572504,9.328042,6.337982,1
5.198363,8.664488,7.480351,1
4.971939,4.232935,5.776478,1
3.722121,5.371663,5.875235,1
1.659703,6.370066,6.373256,1
6.63279,5.917567,9.379864,1
4.106307,3.56687,6.541469,0
7.793939,2.756078,0.788453,1
5.115369,5.748214,3.186622,1
3.818582,5.416913,0.788392,1
1.002449,2.826968,0.758495,0
1.593211,6.496846,0.188723,1
5.845926,8.434851,6.843063,1
9.171662,9.967436,3.698062,1
9.461744,3.536662,4.567841,1
4.578417,7.401147,3.990075,1
3.039048,8.935189,1.30299,1
3.686731,9.050899,0.344839,1
8.57537,8.323166,6.23928,1
2.999904,9.885057,5.514837,1
9.716081,6.92606,2.424482,1
7.038325,4.418432,3.838251,1
8.136572,6.622377,0.800309,1
6.918238,2.404146,4.788051,1
8.008432,0.214047,6.442874,1
5.054914,3.226054,6.638344,1
4.500258,7.648912,0.849056,1
8.922648,9.074369,9.159234,1
6.252417,7.524528,5.129078,1
8.924678,6.429024,0.163655,1
7.728497,2.567028,8.825587,1
9.72671,7.363074,3.855597,1
2.234199,7.899349,1.506622,1
3.551289,9.100576,8.346877,1
5.872179,7.358487,2.971825,1
5.120579,4.761012,4.153199,1
3.476107,0.422586,0.691832,0
9.467808,2.918798,0.615992,1
2.711913,8.797551,8.531002,1
6.042224,9.027959,1.934458,1
8.34083,7.086222,3.648398,1
8.041344,5.794397,9.5611,1
9.678836,4.094882,8.009521,1
4.234991,5.183746,9.953493,1
4.352953,3.954184,2.052328,1
2.592809,7.901539,2.0785,1
7.194878,1.266553,3.355108,1
4.306932,9.547572,6.723167,1
6.943837,1.223434,2.907941,1
1.922609,9.637035,8.136875,1
7.642755,6.228669,8.452798,1
4.783445,4.774728,6.850534,1
4.130183,7.785387,0.279732,1
4.114362,8.533564,8.132983,1
3.518424,7.509204,0.052645,1
1.209809,9.72387,3.440303,1
8.78692,2.588778,8.94541,1
2.887106,8.58729,2.492877,0
7.688039,6.237469,7.956576,1
9.216278,6.591835,1.50614,1
1.075959,9.250768,2.618819,1
7.873812,0.353691,1.825552,1
1.989102,9.681536,6.719995,0
0.800439,7.463428,3.707241,1
0.651626,9.971799,4.129524,1
3.873845,2.201556,1.793924,0
7.813357,6.864225,8.091581,1
1.269989,6.770842,1.524877,1
6.453575,4.608087,5.356961,1
5.608992,0.929099,0.093057,0
9.468933,5.81276,4.537136,1
4.152497,3.856459,5.858898,1
9.330802,8.203219,0.819591,1
1.798863,9.74706,5.741106,1
0.044664,0.595001,7.426671,0
9.986352,8.827261,3.496825,1
3.926499,8.381185,4.636398,1
9.602536,9.741274,9.25362,1
2.369547,0.530897,0.484466,0
4.129655,0.42988,1.104129,0
7.063413,8.083132,8.032652,1
4.37651,6.186874,0.176451,0
8.814025,5.248266,6.233681,1
7.524588,8.522124,5.02324,1
3.433779,6.682458,6.559887,1
6.768576,3.826312,0.301831,1
7.698039,9.654101,6.537777,1
5.712492,5.317078,7.095146,1
2.706351,6.610136,1.088173,1
4.727348,4.742488,3.960842,1
6.050985,3.164673,5.695978,1
7.354349,3.421249,8.516947,1
8.398434,2.028263,1.701254,1
0.420898,9.655838,2.368326,0
1.295615,5.620152,3.822831,0
5.610092,3.118673,4.617352,1
3.328846,9.542038,5.931029,1
9.030625,5.309102,4.465221,1
4.5843,0.786699,2.827656,0
9.747667,1.547707,2.109628,1
9.156374,0.150032,7.039478,1
9.492478,0.026847,4.7598,0
9.235355,8.057657,5.953811,1
5.534758,3.971521,0.885922,1
4.991652,6.255639,3.712805,1
9.376874,0.523421,2.384573,1
0.744977,9.630721,4.872809,1
0.768732,0.941639,8.897038,0
1.749087,8.848833,0.368745,1
6.418048,5.026196,6.588696,1
8.631745,8.050822,5.288763,1
8.028993,4.082146,5.767725,1
8.444222,3.626614,1.73578,0
9.647236,9.785796,5.680025,0
9.366267,6.73094,4.669814,1
2.681753,6.238736,8.614501,1
4.871025,8.952286,7.064016,1
7.429209,1.262182,2.872511,1
9.779149,5.262699,1.968239,1
6.095901,6.855217,6.456882,1
5.846121,1.41776,1.663953,0
5.495934,3.408013,0.394338,1
3.844262,9.24087,8.241359,1
8.500623,9.511553,1.057911,1
4.990318,5.978214,7.903488,1
1.262657,3.707148,3.564753,0
9.595767,1.851341,2.389915,1
7.595962,5.752869,2.172158,1
3.39253,2.37063,9.414168,0
2.6364,2.075512,9.919597,0
2.086862,6.42963,0.866866,1
6.066499,8.87589,4.295544,1
9.53896,4.237625,6.540897,0
6.41064,7.19446,5.644595,1
6.073149,8.593264,8.873047,1
7.528036,7.782304,1.064019,0
9.680753,6.552549,5.232571,0
5.619868,3.026443,7.743895,1
9.140191,0.579567,2.727325,1
5.06343,7.617278,9.236138,1
4.706094,7.214003,5.439124,1
9.764416,8.803528,9.647139,1
8.838644,5.214876,3.267152,1
4.33713,7.203069,8.358162,1
9.027317,7.263227,2.51097,1
8.456727,1.131802,0.241875,1
1.886937,2.216155,5.388155,0
3.90549,3.490374,6.892254,0
0.147354,6.290611,7.589986,0
7.061888,8.198584,5.006861,1
3.077286,5.051445,9.463257,1
4.146791,8.612105,6.183685,1
9.908242,9.880875,4.610032,1
5.652497,3.055597,7.620666,1
6.622929,1.420245,7.023317,1
7.56087,2.134867,9.311145,1
3.891112,8.222117,1.71786,1
9.384869,9.804159,2.939747,1
8.197634,3.6424,9.483987,1
6.667388,3.066617,5.599346,1
1.821248,8.8052,6.40289,1
3.966734,8.054267,0.504542,1
8.791387,5.859392,3.442503,1
3.416234,7.861148,0.922938,1
7.881649,4.05406,8.559828,1
9.319603,3.528772,9.929354,1
2.241473,4.191782,2.52716,0
7.467545,7.979535,7.479036,1
4.119961,6.053318,2.528407,1
9.80441,7.540984,9.893558,1
0.875062,1.980479,4.102821,0
1.985578,6.04896,6.773532,1
8.594669,2.024132,1.067381,1
7.621724,8.550328,4.953007,1
8.039359,6.811854,7.505841,1
6.130333,3.322506,8.292505,1
8.405773,8.252386,8.366811,1
9.697765,5.389336,4.294183,1
5.153288,2.683498,7.738213,0
9.905191,7.076947,7.710736,1
3.471841,5.157973,8.736772,1
4.489424,9.332149,4.687613,1
9.647093,7.202377,9.937732,1
8.252373,7.028716,9.161539,1
8.802277,8.648671,9.716132,1
9.847818,3.779319,8.483181,0
2.806731,9.717538,3.379333,1
3.557282,4.582689,4.997007,1
4.248699,6.94111,5.998885,1
6.429925,2.395795,7.856138,1
4.879235,2.249739,1.356646,0
6.225875,4.538889,4.654849,1
3.630918,9.841001,9.070647,1
6.913357,8.755393,3.800345,1
8.781442,2.131816,5.270004,1
5.020539,5.020333,2.798944,1
0.060082,0.816356,2.427758,0
5.401387,8.578855,0.401363,1
9.619754,0.516342,7.815097,1
1.824861,6.409979,5.219602,1
8.674873,1.473099,1.988609,1
3.874122,8.135158,6.282153,1
2.95059,5.405383,1.108543,1
9.556569,7.055387,2.492696,0
0.739739,1.773776,5.571908,0
9.582864,0.576529,3.806274,1
9.82149,1.055205,4.041298,1
6.427298,6.094202,6.42596,1
3.824404,6.86426,3.267955,1
8.121403,1.011119,5.281355,1
9.403621,3.351278,6.245199,1
6.554176,2.097305,7.321141,1
2.44386,9.663507,7.947249,1
5.920771,0.218323,4.451789,1
7.650044,1.969412,1.536688,0
6.293225,8.365408,0.814709,1
8.730285,8.405327,5.340385,1
9.427775,2.09676,7.118413,1
9.135538,9.777514,5.441811,1
7.080278,5.366691,3.014493,1
6.337391,2.187663,4.560625,1
2.679451,5.572666,1.812848,1
9.65424,8.541175,6.34996,1
9.426414,1.746969,1.685963,0
8.444872,6.440605,2.631062,1
9.946381,8.185245,9.89045,1
4.990598,5.317573,9.692103,1
0.793962,1.20845,2.60802,0
2.429144,9.513313,0.970416,1
4.059821,5.952739,6.53,1
4.53996,8.228184,7.246214,1
8.008325,5.544385,6.033631,1
6.562882,3.03248,9.659423,0
2.529821,7.640121,3.341777,1
2.04755,6.716956,6.425761,1
3.418484,8.917618,3.453703,0
8.847451,3.889492,7.858892,1
8.307407,3.21189,6.518859,1
0.59138,3.876139,6.814909,0
8.084469,8.464115,9.013713,1
7.723697,8.534892,2.235845,1
5.246787,2.489898,9.491894,0
8.42702,4.875009,0.735834,1
5.806531,5.200935,1.187072,1
3.144796,9.749764,4.94011,1
9.936322,1.941363,1.887255,1
5.293092,9.77724,3.118443,0
5.923836,3.6814,3.590742,1
4.652724,2.521823,8.221459,0
1.439365,8.189985,6.34045,1
1.325448,7.194117,4.740393,1
4.367254,8.944065,7.329184,1
3.575921,8.845626,1.993452,1
1.058713,7.639494,4.639315,1
9.992647,5.306167,5.727042,1
5.546349,6.193143,4.630361,1
6.193167,5.788461,8.405279,1
9.40128,8.844267,9.965954,1
6.681493,9.444282,5.44306,1
2.652976,8.573216,7.697856,1
2.897444,8.783513,2.922394,1
9.183843,8.786764,5.772928,1
1.337588,6.810037,9.475148,1
7.747565,4.54506,7.178836,1
4.548197,8.785285,0.065249,1
1.771404,7.770305,0.179688,1
2.209064,7.559092,4.523696,1
1.437565,1.031278,3.010433,0
4.102813,1.141623,0.541457,0
6.82456,3.098251,4.408432,0
9.821911,5.349128,2.315203,1
5.232682,6.029107,5.445243,0
6.257816,5.730117,7.13622,1
5.427472,3.203211,6.789738,1
3.056729,6.785743,8.951665,1
3.519655,2.35449,8.749079,0
4.772258,6.114327,1.83756,1
6.137466,2.934056,2.591156,1
0.411947,8.409224,2.943743,1
7.684688,5.457767,8.750098,1
9.815951,6.180267,9.886181,1
7.944593,1.350094,0.086158,1
7.117285,4.164028,8.909199,1
4.518873,8.953815,2.284077,1
5.995549,2.620346,1.359308,1
2.925073,8.02401,1.894434,1
4.884851,5.463953,8.529585,1
6.357252,6.514857,8.15815,1
6.856101,3.646181,0.35964,1
6.545693,2.098293,9.613908,1
2.35251,5.696887,3.678164,1
9.936112,9.208767,7.113926,1
6.438533,4.732882,5.690404,1
2.173741,5.61887,1.037879,1
7.150621,1.516578,8.565479,0
2.069747,4.124834,7.947232,0
4.287074,5.621474,6.193104,1
6.16343,6.913731,3.303778,1
8.174285,7.541258,0.629791,1
5.463845,6.761294,2.673021,1
7.330959,5.093885,9.2448,1
9.209742,1.031319,3.162371,1
2.196524,5.942772,2.401802,1
3.245296,8.448615,3.156437,1
7.037044,9.49783,4.635862,1
4.164163,9.528598,2.41468,1
8.746963,1.125976,6.653634,1
5.28794,8.076896,5.144541,1
7.593439,0.227138,8.905803,0
0.594019,7.419614,0.674608,1
1.909505,9.737708,7.653273,1
5.356785,4.69082,7.329481,1
6.982822,6.727364,9.113265,1
0.081664,9.937552,3.227525,1
1.155879,8.729289,9.750926,1
1.582401,8.691811,5.156513,1
2.487695,9.685511,8.716281,1
7.282386,1.072388,1.685614,1
4.608284,7.538179,6.447002,1
9.987108,3.275963,3.647987,1
3.427748,4.996259,1.784693,1
7.43858,9.066141,8.494553,1
9.212916,1.716967,7.015023,1
2.719333,7.533181,2.281765,1
5.210363,5.923156,9.740527,1
6.087854,4.087004,9.981599,1
6.565546,2.354839,9.462905,1
3.980735,5.312023,8.424538,1
5.804822,3.311266,5.179061,1
4.206277,4.236902,3.799794,1
0.643401,9.804428,7.25633,1
3.412475,6.329492,2.336508,1
6.732614,0.852136,8.885216,0
2.460772,3.5676,4.4267,0
6.46146,8.446769,0.190662,0
9.609218,3.616318,8.915853,0
1.352623,2.169847,9.332662,0
7.832324,3.569833,9.252958,1
9.02857,2.826302,1.439637,1
7.509886,5.105288,8.846262,1
8.685679,3.163914,0.652095,1
5.464842,0.913206,5.202543,0
3.770289,7.546213,2.776904,1
5.160155,9.78096,1.415615,1
5.15076,8.239601,4.531078,1
6.61265,8.838418,8.162421,1
2.543618,2.968364,3.193213,0
7.161419,6.109446,4.15486,1
1.866026,3.443677,2.379008,0
1.235012,4.91118,4.491429,0
3.955326,8.704526,3.41495,1
3.896491,2.403614,9.471637,0
3.246937,8.669554,5.821237,1
