att1,att2,att3,att4,att5,target
0.686101,0.968026,0.527835,0.954069,0.650881,1
0.523197,0.349795,0.994102,0.809701,0.526548,1
0.214418,0.284583,0.944032,0.392597,0.02376,1
0.445887,0.146253,0.827948,0.496515,0.249027,1
0.31157,0.695058,0.691707,0.589482,0.578274,1
0.281991,0.727008,0.748914,0.906289,0.569635,1
0.671002,0.703696,0.456477,0.812755,0.002669,1
0.896866,0.314787,0.236434,0.276374,0.978693,1
0.698736,0.438124,0.736823,0.395506,0.197343,1
0.514229,0.516148,0.727998,0.717032,0.338937,1
0.255627,0.839982,0.600418,0.237312,0.971319,1
0.765487,0.936242,0.953015,0.092248,0.346015,1
0.800256,0.685928,0.854269,0.072962,0.326833,1
0.22325,0.042925,0.656828,0.887653,0.009065,1
0.70336,0.570638,0.719787,0.441208,0.261953,1
0.868305,0.294426,0.597981,0.5081,0.393675,1
0.77809,0.755958,0.671643,0.412583,0.408009,1
0.204163,0.666905,0.964919,0.655872,0.333515,0
0.902254,0.409515,0.347532,0.088219,0.047192,1
0.904698,0.835346,0.450738,0.454028,0.500733,1
0.753696,0.850871,0.596065,0.7116,0.223373,0
0.661488,0.800361,0.436374,0.030338,0.104883,0
0.248988,0.911992,0.164119,0.906062,0.047404,1
0.852244,0.479895,0.103618,0.654856,0.156838,1
0.001936,0.501285,0.210576,0.09069,0.231919,1
0.354967,0.993595,0.871109,0.347144,0.129884,1
0.521985,0.836621,0.158453,0.092547,0.365481,1
0.976042,0.899195,0.093622,0.754187,0.759179,1
0.235382,0.731646,0.711473,0.013398,0.642032,1
0.773178,0.191003,0.472328,0.434742,0.993807,0
0.98558,0.97526,0.660241,0.386952,0.729086,1
0.170909,0.415966,0.492405,0.067149,0.446328,1
0.397608,0.993331,0.230056,0.778076,0.368812,1
0.767007,0.729082,0.388838,0.035906,0.674645,1
0.820857,0.598865,0.531176,0.135182,0.78789,1
0.934572,0.693177,0.917391,0.057212,0.910719,1
0.804034,0.553431,0.3877,0.699483,0.088991,1
0.58451,0.588227,0.239193,0.505142,0.149715,1
0.520595,0.510333,0.393229,0.267462,0.09099,1
0.991654,0.635848,0.277639,0.645455,0.114345,1
0.997091,0.260149,0.637694,0.775731,0.692741,0
0.685902,0.348155,0.818657,0.280576,0.501262,1
0.609514,0.857638,0.343321,0.874664,0.613883,1
0.677101,0.705777,0.80667,0.635036,0.758837,1
0.11501,0.524075,0.835239,0.005615,0.175025,1
0.525141,0.97453,0.443313,0.050839,0.665086,1
0.350398,0.679956,0.965564,0.130634,0.045969,1
0.128561,0.485303,0.502362,0.412057,0.193577,1
0.966935,0.734117,0.370071,0.174513,0.143311,1
0.067147,0.864641,0.794923,0.516031,0.281594,1
0.51499,0.459684,0.469547,0.362418,0.043888,1
0.028413,0.436259,0.699226,0.697985,0.118298,1
0.243475,0.682754,0.997445,0.343937,0.757576,1
0.220885,0.543113,0.688309,0.942255,0.787807,0
0.0621,0.814546,0.673149,0.922331,0.496324,1
0.933942,0.689885,0.432422,0.767722,0.122248,1
0.473835,0.261397,0.31633,0.043301,0.1908,1
0.743021,0.281064,0.853549,0.166001,0.224169,0
0.491548,0.625523,0.962804,0.84637,0.666285,1
0.232814,0.754755,0.160144,0.151522,0.430325,1
0.322088,0.277908,0.133138,0.020725,0.101209,1
0.201608,0.95901,0.601331,0.673757,0.732018,1
0.634783,0.517401,0.948634,0.214335,0.44438,1
0.746504,0.33643,0.746015,0.161206,0.593154,1
0.974839,0.304858,0.168192,0.797621,0.191632,0
0.168206,0.405084,0.979749,0.813135,0.996711,0
0.124416,0.017329,0.522271,0.988218,0.653152,0
0.6392,0.36422,0.72442,0.216002,0.153972,1
0.875214,0.976314,0.483206,0.883662,0.699382,1
0.733679,0.316923,0.680785,0.110473,0.331209,1
0.781724,0.334466,0.9845,0.152882,0.808874,1
0.985158,0.201039,0.031162,0.202725,0.220426,1
0.660401,0.774117,0.649384,0.497945,0.371117,1
0.138732,0.128532,0.42131,0.184524,0.753101,0
0.741955,0.820357,0.685886,0.664608,0.221045,1
0.937682,0.630329,0.193263,0.014711,0.807534,1
0.569229,0.583962,0.879082,0.986442,0.080858,1
0.408311,0.430393,0.3636,0.154571,0.38775,1
0.817757,0.339512,0.747771,0.006058,0.203989,1
0.927655,0.845101,0.678847,0.487773,0.194958,1
0.653354,0.793711,0.878058,0.217129,0.989675,1
0.847218,0.681021,0.793076,0.825366,0.287033,1
0.591218,0.789348,0.693652,0.823885,0.768156,1
0.709374,0.539222,0.61356,0.45064,0.72981,1
0.341806,0.923104,0.426447,0.083269,0.102003,1
0.749329,0.517609,0.812134,0.975094,0.004586,1
0.143195,0.693736,0.383614,0.015969,0.326061,1
0.958137,0.843722,0.661428,0.871699,0.734808,1
0.634598,0.650967,0.398944,0.317244,0.992738,1
0.781164,0.954551,0.840275,0.498034,0.350245,1
0.782164,0.748271,0.649918,0.665943,0.107667,1
0.658605,0.557094,0.376188,0.970095,0.163907,1
0.624464,0.918201,0.407525,0.417424,0.86189,1
0.139473,0.340625,0.959426,0.333035,0.006726,1
0.85772,0.668894,0.301682,0.011123,0.369877,1
0.736432,0.815638,0.433873,0.081652,0.521181,1
0.448991,0.748102,0.733305,0.778107,0.850362,1
0.793738,0.941271,0.753067,0.123571,0.346184,1
0.811152,0.863803,0.621098,0.367225,0.765241,1
0.67977,0.36178,0.703529,0.787549,0.422541,0
0.844109,0.280167,0.332231,0.869973,0.781697,0
0.872085,0.263109,0.720766,0.924422,0.140671,0
0.402604,0.54237,0.361754,0.262345,0.586648,0
0.098748,0.792669,0.369014,0.577391,0.976763,1
0.562876,0.758188,0.824377,0.041659,0.638682,1
0.460895,0.797544,0.013289,0.456953,0.551391,1
0.371659,0.661925,0.525805,0.094571,0.806038,1
0.025464,0.85274,0.066782,0.376395,0.16817,1
0.725208,0.665818,0.793309,0.763956,0.95436,1
0.202225,0.794746,0.965122,0.452436,0.6082,1
0.767626,0.611806,0.746156,0.831289,0.854381,1
0.167807,0.714692,0.245748,0.322023,0.496691,1
0.665816,0.522632,0.556971,0.005053,0.922194,1
0.2951,0.876109,0.933436,0.418037,0.260989,1
0.600443,0.602988,0.521128,0.569683,0.218102,1
0.883507,0.590459,0.756762,0.518869,0.394778,1
0.925505,0.694979,0.936958,0.995786,0.618039,1
0.76723,0.76456,0.705658,0.945639,0.681471,1
0.573159,0.597374,0.552074,0.086118,0.560926,1
0.113006,0.634191,0.673616,0.31988,0.267956,1
0.55007,0.848482,0.639896,0.94581,0.370199,1
0.265448,0.747618,0.483281,0.06109,0.37341,1
0.820082,0.503504,0.909836,0.288905,0.795948,1
0.10174,0.828881,0.466832,0.124022,0.179588,0
0.083679,0.905612,0.998995,0.880473,0.937977,1
0.545653,0.586046,0.742359,0.696169,0.890984,1
0.444086,0.43339,0.402734,0.612796,0.738196,1
0.838597,0.587057,0.813041,0.509731,0.166465,1
0.709233,0.634034,0.966028,0.307151,0.505713,1
0.169591,0.69762,0.57894,0.790544,0.580099,1
0.811666,0.619867,0.917814,0.562428,0.355259,0
0.496214,0.799418,0.716512,0.452862,0.537523,1
0.804011,0.916097,0.675129,0.831683,0.90644,1
0.982853,0.739447,0.679514,0.381758,0.443393,1
0.129533,0.832614,0.668241,0.020563,0.82714,1
0.408088,0.604835,0.004647,0.158033,0.043992,1
0.542304,0.759568,0.707316,0.206005,0.476516,1
0.755132,0.932261,0.99469,0.280669,0.901432,1
0.216857,0.684468,0.152496,0.634566,0.115823,1
0.676324,0.951128,0.409721,0.70096,0.446071,0
0.942183,0.991192,0.308931,0.376435,0.656303,1
0.218381,0.986494,0.15875,0.707932,0.650697,1
0.857858,0.703583,0.015578,0.2199,0.360208,1
0.764408,0.613751,0.379193,0.923823,0.206368,0
0.711422,0.629391,0.279029,0.767511,0.449149,1
0.483204,0.525354,0.448208,0.810423,0.941331,1
0.646011,0.894837,0.026675,0.502642,0.498681,1
0.912627,0.39528,0.418994,0.118873,0.390043,0
0.026457,0.195871,0.490681,0.128644,0.551319,1
0.416765,0.670058,0.380089,0.337462,0.171735,1
0.376445,0.026422,0.539984,0.024713,0.07606,0
0.109056,0.565075,0.392637,0.978878,0.080234,1
0.452545,0.751866,0.131334,0.417751,0.2976,0
0.967472,0.882979,0.015292,0.544466,0.120527,1
0.978778,0.747527,0.931584,0.768575,0.354352,1
0.207593,0.817983,0.372221,0.673502,0.352769,1
0.734606,0.649315,0.366892,0.140966,0.408411,1
0.830012,0.610245,0.546437,0.872259,0.254134,1
0.007295,0.82553,0.015197,0.493794,0.27042,1
0.707779,0.908438,0.046766,0.197894,0.862394,1
0.924036,0.767452,0.790626,0.081707,0.374256,1
0.489395,0.78544,0.986856,0.257763,0.884833,1
0.407704,0.30068,0.965016,0.067975,0.347489,0
0.050318,0.647345,0.335753,0.505656,0.791731,1
0.790863,0.63908,0.63823,0.229807,0.834568,1
0.130598,0.731257,0.288007,0.491664,0.031856,1
0.986712,0.758485,0.056543,0.206575,0.230922,1
0.095879,0.525807,0.068819,0.79411,0.80873,1
0.347243,0.678825,0.55577,0.725052,0.184772,1
0.054912,0.40676,0.405396,0.813818,0.951905,0
0.37783,0.572223,0.642713,0.869758,0.52051,1
0.954373,0.518806,0.351496,0.591043,0.358743,0
0.451443,0.693054,0.567126,0.640693,0.291608,1
0.645806,0.820572,0.247426,0.148017,0.071592,1
0.803024,0.464305,0.486812,0.606619,0.850179,1
0.035811,0.736539,0.258258,0.545738,0.338254,1
0.296527,0.984029,0.126331,0.226033,0.715213,1
0.31732,0.322169,0.044117,0.981842,0.286168,1
0.392642,0.509307,0.635282,0.51931,0.999541,1
0.571768,0.383934,0.002201,0.448616,0.660429,0
0.34343,0.581057,0.318754,0.545656,0.688444,1
0.485436,0.656942,0.441079,0.732257,0.810006,0
0.417059,0.810069,0.972442,0.472452,0.792949,1
0.262477,0.625362,0.017151,0.603591,0.161974,0
0.747921,0.872538,0.913112,0.409396,0.324511,1
0.245485,0.927927,0.457418,0.685847,0.109788,1
0.022092,0.809528,0.540184,0.802178,0.681534,1
0.799293,0.594244,0.573864,0.74607,0.471221,1
0.281872,0.196477,0.545644,0.120509,0.35278,0
0.33194,0.973982,0.006298,0.231199,0.914162,1
0.539304,0.448516,0.968067,0.454236,0.44851,0
0.636587,0.159367,0.539084,0.475697,0.9819,0
0.445036,0.7508,0.882647,0.140134,0.436341,1
0.045954,0.725407,0.615471,0.974194,0.401287,1
0.317545,0.696286,0.619777,0.117974,0.758072,1
0.963044,0.856201,0.863644,0.695165,0.746686,1
0.558402,0.712192,0.91799,0.371851,0.092213,1
0.866682,0.878436,0.706955,0.56734,0.263639,1
0.873536,0.701096,0.666331,0.216887,0.316263,1
0.909392,0.682222,0.990784,0.868197,0.396412,1
0.840706,0.720778,0.446574,0.081153,0.882888,1
0.175416,0.621545,0.041671,0.841083,0.508288,1
0.969443,0.415715,0.307188,0.451154,0.543674,1
0.143952,0.118019,0.966404,0.734554,0.758172,0
0.830937,0.854539,0.972708,0.506886,0.233976,1
0.167825,0.951304,0.31824,0.642673,0.802758,1
0.816411,0.677419,0.11107,0.820476,0.799848,1
0.161627,0.699404,0.474699,0.920568,0.154836,0
0.742981,0.894253,0.37619,0.668389,0.847042,1
0.418927,0.857233,0.944526,0.975218,0.248858,1
0.519785,0.602677,0.65991,0.860432,0.206569,1
0.318288,0.214966,0.137169,0.839738,0.587684,1
0.404343,0.754968,0.877419,0.66396,0.358272,1
0.067968,0.675698,0.205229,0.719358,0.703198,1
0.113291,0.598049,0.122109,0.710551,0.457301,1
0.42913,0.401015,0.30083,0.811627,0.860724,1
0.62547,0.291609,0.005899,0.922396,0.794049,0
0.065928,0.589598,0.705174,0.87959,0.132382,1
0.97401,0.755342,0.724356,0.323701,0.955548,1
0.538574,0.324027,0.8814,0.833423,0.502915,0
0.049663,0.661319,0.155253,0.774007,0.699486,1
0.078981,0.879454,0.173975,0.414786,0.73728,1
0.852452,0.716633,0.285018,0.696765,0.042459,1
0.272581,0.129678,0.677796,0.34403,0.471779,0
0.496867,0.938673,0.295755,0.456168,0.593967,1
0.089107,0.767684,0.25012,0.580729,0.334122,1
0.588306,0.757473,0.920925,0.433133,0.1533,1
0.618499,0.908714,0.8779,0.76851,0.221604,1
0.384555,0.496143,0.698402,0.936621,0.345427,1
0.566832,0.779961,0.669388,0.600045,0.021091,1
0.741443,0.567024,0.432256,0.762639,0.189828,1
0.938017,0.981275,0.713469,0.533544,0.136363,1
0.644905,0.799074,0.313551,0.344938,0.303685,0
0.784778,0.676399,0.976399,0.639847,0.473206,1
0.357028,0.042707,0.265961,0.24378,0.385453,0
0.955767,0.500319,0.176761,0.722216,0.358921,1
0.981741,0.996389,0.064167,0.102702,0.324206,1
0.19297,0.913494,0.417272,0.626561,0.379825,0
0.184862,0.993255,0.075355,0.355191,0.684694,1
0.915887,0.803342,0.355105,0.306066,0.785137,1
0.376428,0.917158,0.064399,0.490722,0.99607,1
0.945504,0.464238,0.446296,0.214478,0.675296,0
0.640336,0.725298,0.016,0.189146,0.435737,1
0.870534,0.717487,0.696638,0.271097,0.052524,1
0.237045,0.987361,0.605925,0.95489,0.778514,1
0.722846,0.191554,0.208919,0.78898,0.423673,0
0.392014,0.233153,0.107584,0.290044,0.121345,0
0.683666,0.959255,0.634363,0.649649,0.588791,1
0.540034,0.794084,0.82491,0.726936,0.690438,1
0.882839,0.768304,0.05366,0.46404,0.700568,1
0.563954,0.967822,0.17256,0.234249,0.350199,1
0.070718,0.739398,0.00046,0.457749,0.014217,1
0.131784,0.57247,0.400615,0.542862,0.333979,0
0.111561,0.986712,0.39081,0.266373,0.417798,1
0.254563,0.962479,0.574266,0.824442,0.79351,1
0.767563,0.674937,0.161824,0.913142,0.985464,1
0.450334,0.994503,0.983368,0.798517,0.125593,1
0.194771,0.588317,0.566748,0.811425,0.556086,1
0.772095,0.540459,0.902829,0.876743,0.708898,1
0.350505,0.532976,0.178083,0.245258,0.963142,1
0.966328,0.752667,0.518995,0.43195,0.592538,1
0.586792,0.647931,0.512264,0.741016,0.223793,1
0.209843,0.758371,0.30971,0.83194,0.150706,1
0.755954,0.710831,0.469254,0.922014,0.754385,1
0.017122,0.876021,0.581018,0.847788,0.395748,1
0.922214,0.906944,0.247825,0.455369,0.716558,1
0.473263,0.937645,0.148229,0.13381,0.204815,0
0.991346,0.638891,0.674216,0.168773,0.785064,1
0.604875,0.815461,0.850876,0.991859,0.879288,1
0.171584,0.988568,0.570197,0.610945,0.658601,1
0.368169,0.706356,0.238881,0.753175,0.073487,1
0.433947,0.551044,0.039029,0.201124,0.582248,1
0.974438,0.666751,0.212027,0.453459,0.46009,1
0.68198,0.465525,0.543035,0.86831,0.301923,0
0.140048,0.559582,0.500579,0.955566,0.483204,1
0.720413,0.433429,0.528099,0.586715,0.925027,1
0.361232,0.554626,0.470866,0.959426,0.578543,1
0.767113,0.335856,0.142902,0.751204,0.026461,1
0.970563,0.194474,0.11266,0.642212,0.789709,1
0.461737,0.413517,0.382993,0.923561,0.428015,1
0.691686,0.787276,0.175094,0.994457,0.607199,1
0.252598,0.896063,0.592004,0.540226,0.815249,1
0.5919,0.977195,0.343787,0.384115,0.575682,1
0.34634,0.78143,0.545627,0.27132,0.765402,0
0.827491,0.968414,0.780114,0.755151,0.813607,1
0.807615,0.457028,0.054811,0.990021,0.646984,1
0.664057,0.763004,0.302645,0.169532,0.310374,1
0.90991,0.479553,0.003668,0.877742,0.581682,1
0.972012,0.065137,0.195356,0.673907,0.827803,1
0.990097,0.486659,0.143274,0.458959,0.834567,0
0.769136,0.376435,0.197265,0.132782,0.301342,1
0.60339,0.650468,0.697568,0.609326,0.864928,1
0.961992,0.607965,0.502816,0.809741,0.754339,1
0.236231,0.794826,0.025334,0.61174,0.976144,1
0.131181,0.741039,0.259826,0.410642,0.258423,1
0.554895,0.982058,0.556985,0.311823,0.514018,1
0.733989,0.539901,0.092906,0.045384,0.419036,1
0.550744,0.598748,0.464535,0.875301,0.225355,0
0.067104,0.90806,0.009768,0.571718,0.265311,1
0.401958,0.86293,0.366275,0.192757,0.949605,1
0.230614,0.445706,0.130379,0.81726,0.488728,1
0.188961,0.710686,0.310646,0.378361,0.195778,0
0.810839,0.769128,0.149612,0.053478,0.348204,1
0.618916,0.525027,0.653003,0.076175,0.717489,0
0.208657,0.96868,0.597169,0.854315,0.781119,1
0.584676,0.858868,0.07992,0.207558,0.197042,1
0.696241,0.658656,0.392376,0.488192,0.551162,1
0.410781,0.99892,0.554361,0.110501,0.712241,1
0.850572,0.987033,0.622416,0.103351,0.162368,1
0.542891,0.750377,0.487043,0.755781,0.47674,1
0.766319,0.198458,0.370776,0.787123,0.594214,1
0.753715,0.889078,0.688967,0.684899,0.386168,1
0.228114,0.04473,0.878679,0.912041,0.157885,0
0.910971,0.869695,0.820253,0.985422,0.781604,1
0.54514,0.192656,0.42734,0.854589,0.907274,1
0.892911,0.355015,0.182341,0.957303,0.622781,1
0.857318,0.065045,0.02461,0.631386,0.388516,1
0.955194,0.847232,0.190251,0.626067,0.459188,1
0.105658,0.603425,0.019674,0.592984,0.247776,1
0.854786,0.688365,0.729213,0.924826,0.923726,1
0.413678,0.500187,0.327244,0.22201,0.694438,1
0.758025,0.899567,0.228696,0.03741,0.417077,1
0.928784,0.477826,0.573108,0.215647,0.028575,0
0.773895,0.677276,0.176337,0.244231,0.305656,1
0.625066,0.394639,0.513644,0.687705,0.772447,1
0.845876,0.959488,0.706687,0.05762,0.278556,1
0.547365,0.520925,0.238141,0.972077,0.339155,1
0.543014,0.294851,0.284607,0.817785,0.411961,1
0.589358,0.388699,0.053766,0.432202,0.902634,1
0.610953,0.24659,0.099149,0.381878,0.974246,1
0.65168,0.69576,0.709579,0.166744,0.90424,1
0.237308,0.678126,0.297291,0.653019,0.510792,0
0.26593,0.56516,0.316729,0.797635,0.840672,0
0.605368,0.838174,0.006317,0.872607,0.78441,0
0.264227,0.353531,0.17867,0.85022,0.809514,1
0.447657,0.631255,0.10386,0.369804,0.429713,1
0.003098,0.840153,0.332525,0.580661,0.76076,1
0.845072,0.731127,0.625132,0.539851,0.287838,1
0.612,0.043036,0.355891,0.279386,0.569003,0
0.307868,0.985279,0.144006,0.365579,0.189785,1
0.942558,0.42642,0.145699,0.674743,0.864606,1
0.068847,0.686264,0.374658,0.936985,0.275779,1
0.695579,0.646457,0.524982,0.724236,0.777135,1
0.534697,0.87721,0.647116,0.041269,0.802152,1
0.84003,0.590258,0.262288,0.82394,0.855728,1
0.608927,0.786183,0.311398,0.298519,0.250476,1
0.045757,0.085612,0.007798,0.842151,0.953117,1
0.06688,0.889029,0.188783,0.324676,0.197514,0
0.725492,0.921296,0.201736,0.623775,0.357214,1
0.847688,0.838818,0.871858,0.925807,0.932904,1
0.910235,0.007561,0.854293,0.698897,0.821837,0
0.800436,0.511813,0.351666,0.688763,0.698461,1
0.282798,0.474497,0.347013,0.981627,0.86949,1
0.338059,0.810974,0.544236,0.434878,0.821119,1
0.943854,0.31113,0.708004,0.99418,0.055922,1
0.542459,0.511601,0.166223,0.637903,0.176159,0
0.588449,0.916995,0.16168,0.043901,0.871708,1
0.352798,0.172164,0.052006,0.615471,0.648343,0
0.974029,0.846219,0.977835,0.599364,0.466263,1
0.269415,0.347197,0.141048,0.85603,0.586355,1
0.978082,0.409575,0.614987,0.524661,0.521786,1
0.044037,0.740468,0.105009,0.268956,0.634637,1
0.333884,0.370453,0.495934,0.899371,0.463907,1
0.178061,0.483307,0.472892,0.770091,0.964978,1
0.409807,0.960991,0.086847,0.389595,0.747386,0
0.127463,0.355368,0.482023,0.584798,0.562226,0
0.906187,0.475863,0.256986,0.753699,0.244635,1
0.07064,0.740432,0.294634,0.524671,0.345547,1
0.809768,0.414665,0.334421,0.570142,0.895497,0
0.889221,0.779933,0.092444,0.588126,0.482843,1
0.274404,0.652503,0.755705,0.562395,0.883433,1
0.541756,0.981463,0.105752,0.53472,0.208983,1
0.845026,0.726395,0.635502,0.506155,0.519132,1
0.814357,0.455664,0.125383,0.931962,0.16171,0
0.071861,0.796711,0.510833,0.654992,0.640367,1
0.875324,0.673446,0.133758,0.537606,0.65677,1
0.206848,0.588942,0.396312,0.915196,0.876861,1
0.986793,0.705724,0.55956,0.012974,0.776543,1
0.614182,0.716282,0.291069,0.817901,0.079661,1
0.947969,0.557281,0.589128,0.410213,0.786496,1
0.199834,0.77071,0.60068,0.673955,0.651641,1
0.070408,0.635255,0.228587,0.282301,0.475618,1
0.307015,0.501034,0.644688,0.51501,0.926635,1
0.042211,0.592341,0.214422,0.54226,0.739602,1
0.643674,0.472857,0.640033,0.636254,0.91408,0
0.978793,0.368019,0.33503,0.468772,0.993295,1
0.17572,0.728224,0.255404,0.202346,0.923579,1
0.413047,0.4601,0.102666,0.044859,0.419716,0
0.686201,0.723591,0.280945,0.69632,0.333563,1
0.704147,0.860979,0.75356,0.836804,0.994798,1
0.090444,0.728346,0.638218,0.51259,0.750841,1
0.766134,0.802839,0.502613,0.818315,0.929034,1
0.653056,0.557696,0.165327,0.377509,0.559744,0
0.157825,0.713071,0.326179,0.756092,0.965649,1
0.488346,0.784081,0.264434,0.765018,0.850028,1
0.44612,0.746858,0.296448,0.135525,0.552018,1
0.423277,0.702217,0.439572,0.204752,0.925822,1
0.622091,0.069268,0.225521,0.945776,0.548998,1
0.938045,0.650306,0.015658,0.959104,0.55318,1
0.370843,0.884138,0.826261,0.287803,0.511647,1
0.178166,0.600114,0.480584,0.047127,0.709481,1
0.485768,0.706888,0.046491,0.187115,0.732262,1
0.430177,0.912517,0.450418,0.72877,0.798466,1
0.233693,0.811879,0.024058,0.454374,0.238879,1
0.887348,0.519146,0.457921,0.614542,0.736595,1
0.893115,0.449035,0.878078,0.645226,0.941104,1
0.447219,0.119702,0.39145,0.118696,0.752293,1
0.463517,0.693941,0.240196,0.161311,0.69102,1
0.186774,0.156848,0.812274,0.584469,0.293619,0
0.975745,0.705364,0.103557,0.707043,0.555376,1
0.692106,0.841087,0.739468,0.345778,0.629101,1
0.183967,0.863405,0.372117,0.74972,0.972286,0
0.392728,0.533695,0.28461,0.467557,0.928359,0
0.552269,0.740711,0.710614,0.148172,0.919428,1
0.041606,0.515192,0.74938,0.393971,0.772326,0
0.247456,0.14631,0.417703,0.529903,0.939898,1
0.28653,0.729778,0.220693,0.810398,0.02514,1
0.313726,0.648805,0.33847,0.162129,0.818425,1
0.415097,0.811103,0.709358,0.535336,0.976824,1
0.138287,0.076908,0.254543,0.387532,0.677079,1
0.217,0.819688,0.138173,0.632945,0.373671,1
0.487258,0.841462,0.600384,0.125447,0.664862,0
0.665786,0.914385,0.257137,0.424772,0.527716,1
0.315152,0.150069,0.053529,0.597461,0.788874,1
0.363165,0.302234,0.397856,0.924708,0.973603,1
0.28944,0.324885,0.651243,0.923867,0.466573,1
0.377901,0.961125,0.624411,0.955917,0.014175,1
0.695527,0.805115,0.096989,0.019689,0.546761,0
0.24402,0.568499,0.313607,0.684931,0.019176,1
0.190123,0.055243,0.355774,0.595554,0.674037,1
0.36903,0.69794,0.507197,0.185826,0.989556,1
0.45751,0.372615,0.247298,0.797914,0.375049,1
0.767029,0.676858,0.202796,0.131787,0.155316,0
0.461595,0.198243,0.44002,0.582688,0.989271,1
0.676634,0.655448,0.686272,0.778251,0.761637,1
0.318853,0.549265,0.778489,0.403375,0.655247,0
0.359539,0.017062,0.353315,0.928479,0.36022,1
0.000014,0.478598,0.268022,0.592852,0.593899,1
0.646706,0.2249,0.318226,0.373298,0.939295,1
0.144127,0.479308,0.886337,0.900728,0.560704,1
0.899017,0.504611,0.350961,0.455036,0.887476,1
0.10123,0.522059,0.551388,0.823001,0.162838,1
0.199914,0.042985,0.755645,0.831931,0.865675,1
0.148934,0.076504,0.070953,0.997598,0.779114,1
0.172397,0.569311,0.064204,0.6831,0.574688,1
0.498594,0.044843,0.094803,0.935417,0.440006,1
0.340903,0.911179,0.324855,0.781119,0.860524,1
0.886617,0.70311,0.04731,0.338197,0.866659,1
0.367845,0.617941,0.586854,0.987409,0.503435,1
0.974363,0.989274,0.193547,0.830335,0.122629,1
0.364521,0.202981,0.03636,0.590501,0.894345,1
0.580029,0.17102,0.603892,0.8093,0.599374,1
0.752147,0.887096,0.27474,0.82314,0.629226,1
0.083322,0.215084,0.224927,0.99333,0.784675,0
0.969538,0.004584,0.24166,0.934164,0.459815,1
0.747256,0.918999,0.314073,0.392548,0.952474,1
0.981065,0.309612,0.057031,0.093337,0.964177,1
0.009302,0.750886,0.686625,0.255366,0.746682,1
0.450041,0.583021,0.035014,0.842258,0.71712,1
0.388188,0.437101,0.068844,0.693942,0.787178,1
0.827049,0.254117,0.637005,0.898692,0.657028,1
0.612296,0.22142,0.307483,0.767376,0.546727,1
0.934132,0.747607,0.088497,0.586001,0.352417,0
0.088623,0.948431,0.763264,0.516045,0.817842,1
0.872043,0.758119,0.710914,0.649349,0.00625,0
0.922038,0.552574,0.167199,0.989751,0.505245,1
0.186331,0.078163,0.224893,0.137261,0.332677,0
