attrib1,attrib2,attrib3,target
9.201398,4.815199,8.534784,1
4.511662,5.226339,7.575619,1
4.933967,9.71069,1.529246,1
8.694756,4.100267,3.615938,0
4.732292,0.258093,0.228839,0
9.198871,3.65149,1.111112,1
8.217108,7.130746,4.266871,1
5.396523,2.812033,3.437374,1
2.341205,8.970019,4.705187,1
9.830373,3.272364,8.631996,1
4.551325,5.830205,1.099368,1
9.964095,3.554457,9.387669,1
4.307958,8.639478,0.683678,1
4.479386,8.882652,6.444873,1
0.54579,1.886714,0.828133,0
1.668723,6.546558,1.450586,1
1.823741,6.737839,4.391939,0
1.631081,7.091824,0.415149,1
6.783977,2.696606,0.872457,1
4.532489,6.14578,1.672681,1
6.550773,7.793573,5.852036,1
4.999475,8.441199,1.37542,1
8.105749,4.720213,5.430683,1
9.969679,5.929213,0.393514,1
2.473768,2.019866,7.792891,0
5.18417,9.986233,8.371391,1
5.808386,7.920529,4.192964,1
5.781764,8.025346,3.680131,1
6.601922,7.097759,0.923941,0
9.248483,3.321726,9.674504,1
5.795075,6.599685,3.051134,1
7.483138,7.023854,6.358261,1
9.812827,9.373289,3.565581,1
2.919198,7.699015,8.34925,1
5.746827,0.566081,4.940604,0
4.36145,5.112676,3.726219,1
1.621949,6.687545,5.475823,1
3.237721,6.68779,6.502803,1
2.87921,8.23464,4.846318,0
6.697596,9.542007,7.084045,1
9.254485,5.276808,1.665258,1
9.27472,2.87285,4.572504,1
7.53764,9.479367,4.499565,1
3.191258,4.971939,4.232935,1
2.470786,2.45419,5.959562,0
6.378671,4.337459,4.106307,1
8.460664,7.793939,2.756078,1
9.750822,4.733702,1.900581,1
7.565017,7.573549,8.369328,0
1.279205,7.086929,6.76938,1
5.996973,3.818582,5.416913,1
0.552869,9.7308,2.458023,1
6.267799,4.621617,0.779597,1
4.036418,4.440983,8.921385,1
0.024113,1.593211,6.496846,0
8.434851,6.843063,2.151148,1
9.171662,9.967436,3.698062,1
1.841888,9.461744,3.536662,1
8.189117,4.311898,4.578417,1
3.039048,8.935189,1.30299,1
9.887799,3.686731,9.050899,1
8.57537,8.323166,6.23928,1
5.514837,8.821532,1.40584,1
5.106033,6.06043,7.831152,1
0.59399,4.73894,3.925887,0
6.723911,8.467595,2.421539,1
7.967031,6.527102,5.640074,1
7.129009,1.675207,7.342076,1
7.828651,1.378049,4.080729,1
5.390977,5.937571,0.307207,1
6.341777,2.010769,0.05097,1
6.778766,6.907211,3.070323,1
5.51193,2.963763,0.893042,1
7.98326,0.302396,7.738298,1
1.930965,0.314251,0.665299,0
4.500258,7.648912,0.849056,1
8.582891,8.922648,9.074369,1
8.551977,3.077718,6.252417,1
7.291437,5.013683,0.812481,1
3.021976,7.728497,2.567028,1
8.330928,8.638475,9.72671,1
2.697414,7.258288,1.17815,1
4.622935,7.656419,6.752793,1
3.905217,8.101958,0.504434,1
0.676839,1.399738,9.599012,0
7.358487,2.971825,9.833917,1
5.120579,4.761012,4.153199,1
5.619534,9.582252,3.476107,1
4.786972,8.179954,9.112694,1
0.395315,9.664095,4.910881,1
9.467808,2.918798,0.615992,1
3.157651,7.154453,6.405369,1
7.295765,4.84749,2.149248,1
8.531002,9.916282,1.627899,1
5.082747,2.03649,2.602531,1
4.602777,9.678836,4.094882,0
6.243389,3.970946,4.234991,1
1.965752,9.342069,5.823115,1
7.89777,2.359921,0.884792,1
4.549682,4.427404,7.194878,1
5.958998,7.369267,9.324887,1
8.806858,3.408707,3.598878,1
5.012714,7.18423,1.405449,1
7.913746,4.407467,8.892085,0
1.037875,4.783445,4.774728,0
5.388813,9.650358,4.130183,1
4.114362,8.533564,8.132983,1
3.259188,8.825412,8.64887,1
7.213049,5.192066,8.914523,1
8.000696,2.645737,5.521771,1
8.58729,2.492877,3.301229,0
6.08035,8.792708,3.333756,0
7.390219,9.856531,7.037017,1
6.237469,7.956576,9.661828,1
2.874709,4.595944,7.494595,0
9.204073,3.871201,7.414203,1
9.088575,2.844232,9.065172,1
6.719995,8.121706,7.751056,1
7.463428,3.707241,8.566359,1
0.651626,9.971799,4.129524,1
4.980443,3.873845,2.201556,1
8.625837,2.523336,7.813357,1
4.516947,8.461072,8.93493,1
8.003522,1.905118,4.319871,1
0.929099,0.093057,0.695906,0
5.81276,4.537136,8.489559,1
4.152497,3.856459,5.858898,1
6.70652,9.330802,8.203219,1
7.555569,1.276756,3.774687,1
9.939852,4.75542,4.567036,1
1.798863,9.74706,5.741106,1
8.226231,1.317142,3.773466,1
6.935947,3.872658,5.332493,1
0.595001,7.426671,0.220904,1
0.944902,3.649558,3.061039,0
7.221473,6.176305,1.688369,1
3.496825,8.340351,6.227848,1
8.381185,4.636398,7.329876,1
9.602536,9.741274,9.25362,1
8.300546,2.369547,0.530897,0
6.664578,9.5354,2.462035,1
9.762767,1.10412,2.473923,1
1.714302,8.242489,8.751117,1
6.166253,3.484484,3.183883,1
3.826312,0.301831,5.864419,0
9.499799,7.698039,9.654101,1
5.667315,5.988454,1.369583,1
6.035328,9.401312,6.865294,1
5.317078,7.095146,4.927913,1
2.706351,6.610136,1.088173,1
3.960842,5.742847,9.788686,1
3.164673,5.695978,3.094121,1
8.936347,7.354349,3.421249,1
7.294897,3.698519,1.827474,1
4.537809,1.225874,8.769673,0
2.922292,6.36939,1.288553,1
4.095632,5.934601,9.287775,1
6.038103,4.745998,2.101521,1
4.998883,4.268222,6.114877,1
9.405905,2.788235,1.295615,0
5.031801,7.300827,7.425034,1
6.652769,1.97842,6.629532,1
6.670108,5.610092,3.118673,1
5.359147,8.992679,3.328846,1
6.421761,1.100085,7.812541,0
1.320105,7.740235,8.38718,1
6.579411,5.312854,4.677753,1
7.039478,9.258483,3.808267,1
6.817922,6.601358,0.029892,1
1.294903,9.235355,8.057657,1
5.534758,3.971521,0.885922,1
5.100858,6.930278,3.91865,1
6.613545,4.250752,2.943221,1
6.255639,3.712805,2.46386,1
5.446679,0.768732,0.941639,0
5.333849,6.207819,1.749087,1
9.30851,3.651001,7.727428,1
8.051819,3.755359,5.965582,0
6.125822,9.449866,5.930816,1
9.752738,9.591385,6.782249,1
6.418048,5.026196,6.588696,1
4.116063,8.631745,8.050822,1
8.593717,4.473054,8.028993,0
4.693586,8.284971,0.252897,1
5.06804,2.613946,6.666114,0
9.305719,5.430185,9.918699,1
9.785796,5.680025,4.879795,0
0.99077,7.5642,1.858777,1
2.693155,6.783118,8.281413,1
0.138583,9.366267,6.73094,1
6.238736,8.614501,5.427605,1
4.871025,8.952286,7.064016,1
5.081493,7.429209,1.262182,0
4.040444,5.633395,3.306953,1
4.27692,0.511071,4.640541,0
4.565069,4.188452,5.670743,1
8.316524,6.095901,6.855217,1
9.478495,4.937158,2.786484,1
7.397002,0.981804,6.38435,1
8.008555,0.30595,0.341525,1
8.481373,5.020527,8.355877,1
9.24087,8.241359,2.504047,1
3.042955,8.500623,9.511553,1
3.541458,5.903745,3.191279,1
3.322742,1.557962,8.382664,0
5.978214,7.903488,7.187224,1
9.708632,1.262657,3.707148,1
7.735013,5.857245,9.595767,1
5.354461,4.743661,0.015442,1
4.644655,8.246605,7.379435,1
8.727301,3.50511,7.709915,1
8.853726,2.08751,1.924267,1
7.312513,9.855604,6.851374,1
7.001945,7.325334,4.198673,1
5.802521,0.582631,0.927403,0
6.197506,7.136911,9.519342,1
7.960987,9.139181,9.204747,1
8.122045,9.3675,8.142602,1
6.626009,6.066499,8.87589,1
9.029207,1.010986,2.834257,1
6.086233,4.211128,7.258059,1
9.53896,4.237625,6.540897,1
6.523663,6.41064,7.19446,1
9.671249,6.597757,6.308082,1
3.669916,2.196447,2.418933,0
8.593264,8.873047,8.397041,1
7.528036,7.782304,1.064019,1
2.466925,9.680753,6.552549,1
3.026443,7.743895,2.802234,1
9.140191,0.579567,2.727325,1
5.464698,3.086103,0.071757,1
9.743117,9.315495,9.850264,1
7.617278,9.236138,4.867073,1
4.706094,7.214003,5.439124,1
5.262822,0.445908,1.333067,0
9.698067,9.004243,4.384576,1
