att1,att2,att3,att4,att5,target
0.074734,0.567196,0.752048,0.558264,0.542343,0
0.645658,0.876743,0.424531,0.569525,0.265829,1
0.221846,0.371746,0.347316,0.29505,0.450751,0
0.81661,0.704236,0.921987,0.531104,0.175994,1
0.208523,0.345944,0.719943,0.006039,0.459888,0
0.75321,0.918419,0.593732,0.77963,0.89771,1
0.013499,0.754707,0.866961,0.234108,0.354875,0
0.543892,0.939119,0.546346,0.896225,0.249573,1
0.934514,0.24917,0.167373,0.439626,0.010283,0
0.56512,0.78345,0.915704,0.701613,0.665549,1
0.121207,0.666761,0.7996,0.457923,0.64616,0
0.7527,0.11957,0.330234,0.09456,0.967306,1
0.580812,0.638032,0.53292,0.034356,0.115178,0
0.982601,0.470231,0.84264,0.594914,0.641373,1
0.633671,0.459608,0.466618,0.26,0.271069,0
0.817032,0.592008,0.974033,0.584803,0.498607,1
0.269546,0.914025,0.670295,0.705235,0.147506,0
0.486739,0.53345,0.029226,0.612429,0.928093,1
0.479651,0.230824,0.141791,0.467954,0.282023,0
0.825331,0.65911,0.195186,0.701694,0.479449,1
0.416707,0.854116,0.839591,0.241239,0.041515,0
0.121132,0.691094,0.570896,0.938967,0.93276,1
0.189717,0.746674,0.840292,0.558958,0.124526,0
0.441768,0.486008,0.410736,0.566584,0.793859,1
0.251731,0.166997,0.971809,0.735836,0.125487,0
0.213498,0.84881,0.634293,0.603695,0.677967,1
0.464073,0.718281,0.165315,0.928169,0.215493,0
0.723328,0.156285,0.203052,0.195906,0.829019,1
0.416083,0.974188,0.469749,0.710011,0.244493,0
0.861314,0.961589,0.479922,0.979972,0.380977,1
0.704682,0.417905,0.374611,0.748728,0.05451,0
0.126664,0.806113,0.325222,0.313529,0.843513,1
0.294701,0.928505,0.71387,0.387307,0.115132,0
0.499939,0.9905,0.040542,0.443788,0.849267,1
0.203917,0.610816,0.863749,0.809244,0.020654,0
0.806711,0.708416,0.641865,0.968861,0.50187,1
0.641304,0.099639,0.241878,0.128039,0.245897,0
0.349276,0.160441,0.300466,0.763705,0.978176,1
0.229916,0.472748,0.988022,0.660092,0.127345,0
0.215734,0.02299,0.998078,0.979008,0.87629,1
0.723989,0.648114,0.776626,0.048314,0.15478,0
0.431772,0.799493,0.005541,0.4952,0.962251,1
0.460334,0.452888,0.874472,0.509876,0.352173,0
0.30375,0.013967,0.490329,0.634682,0.875885,1
0.004031,0.767787,0.499474,0.031185,0.026909,0
0.496189,0.748123,0.824653,0.813817,0.271858,1
0.293798,0.783677,0.116663,0.95847,0.056463,0
0.714349,0.902443,0.540462,0.861501,0.570712,1
0.365149,0.111111,0.684644,0.740132,0.587132,0
0.343737,0.536909,0.72775,0.109959,0.688036,1
0.8632,0.284753,0.521783,0.05209,0.393803,0
0.938767,0.689377,0.516673,0.711544,0.624706,1
0.060332,0.011318,0.649403,0.004493,0.127687,0
0.8024,0.099921,0.763195,0.834053,0.724844,1
0.614578,0.167268,0.504918,0.246362,0.048909,0
0.80781,0.499947,0.84412,0.137542,0.543666,1
0.029549,0.247949,0.195538,0.249318,0.349329,0
0.651112,0.996968,0.592921,0.039351,0.975376,1
0.369394,0.215358,0.332081,0.07936,0.35596,0
0.837139,0.921158,0.578776,0.067061,0.682715,1
0.451801,0.277667,0.652043,0.660678,0.032611,0
0.769901,0.834925,0.943368,0.721852,0.02503,1
0.436145,0.511268,0.372622,0.558828,0.361038,0
0.668779,0.65028,0.270749,0.430133,0.931019,1
0.212955,0.158725,0.330959,0.41181,0.66976,0
0.498586,0.927472,0.287285,0.45725,0.932804,1
0.004957,0.670874,0.451974,0.319126,0.497194,0
0.772677,0.140263,0.757886,0.805751,0.564621,1
0.213871,0.520716,0.595558,0.623495,0.515569,0
0.244375,0.68261,0.94903,0.814271,0.539719,1
0.47337,0.190058,0.935891,0.523484,0.088046,0
0.676938,0.511537,0.574821,0.318662,0.598865,1
0.055287,0.97308,0.245802,0.048564,0.630846,0
0.893519,0.130299,0.942936,0.323888,0.650383,1
0.832317,0.623928,0.966205,0.513524,0.066666,0
0.197804,0.510603,0.606043,0.783115,0.971608,0
0.242154,0.536773,0.851551,0.692105,0.008713,0
0.813657,0.662238,0.080031,0.415865,0.539098,1
0.690721,0.307032,0.274819,0.070198,0.238633,0
0.77383,0.486535,0.415695,0.104706,0.498779,1
0.450026,0.764891,0.084906,0.389368,0.443973,0
0.983392,0.281619,0.708295,0.059555,0.378015,1
0.561953,0.958225,0.347611,0.042259,0.069183,0
0.96641,0.491088,0.709357,0.952469,0.92638,1
0.085888,0.450324,0.258638,0.096891,0.115135,0
0.678746,0.460278,0.967884,0.409488,0.800952,1
0.196575,0.934207,0.582311,0.435295,0.395418,0
0.437488,0.676467,0.454968,0.44274,0.719488,1
0.694384,0.122343,0.290794,0.791375,0.440747,0
0.896593,0.764276,0.622867,0.84528,0.206924,1
0.538881,0.965036,0.413018,0.778539,0.027973,0
0.956809,0.325919,0.882541,0.864887,0.042699,1
0.253304,0.404413,0.003546,0.108805,0.832574,0
0.081148,0.956873,0.549724,0.768804,0.623747,1
0.261882,0.433455,0.244802,0.545938,0.050231,0
0.968154,0.671999,0.812171,0.775106,0.773313,1
0.065163,0.99718,0.412952,0.966049,0.025119,0
0.252334,0.781336,0.686423,0.809158,0.852428,1
0.645358,0.460809,0.535696,0.721943,0.152395,0
0.711827,0.785594,0.342659,0.834923,0.769665,1
0.449544,0.204204,0.075749,0.475814,0.296124,0
0.670652,0.93308,0.820322,0.081959,0.729689,1
0.475542,0.456704,0.227432,0.365631,0.344062,0
0.584115,0.427002,0.322241,0.583588,0.822623,1
0.429603,0.553178,0.004466,0.0595,0.742667,0
0.722147,0.61763,0.168837,0.496124,0.882506,1
0.077719,0.830055,0.236955,0.05309,0.048447,0
0.456656,0.551424,0.706341,0.808313,0.803265,1
0.511135,0.152185,0.941606,0.755779,0.424633,0
0.94998,0.769804,0.96541,0.653778,0.727764,1
0.387977,0.158202,0.065718,0.417157,0.509513,0
0.182747,0.566053,0.089799,0.514395,0.890599,1
0.128855,0.896506,0.757486,0.412846,0.063098,0
0.94059,0.278824,0.129562,0.562015,0.382283,1
0.751723,0.640421,0.482917,0.769834,0.023031,0
0.132011,0.774023,0.838718,0.409463,0.855704,1
0.211128,0.976024,0.31654,0.158318,0.12949,0
0.691073,0.877735,0.591472,0.157854,0.585861,1
0.780268,0.113661,0.599528,0.124079,0.510086,0
0.618589,0.998194,0.499165,0.625564,0.371281,1
0.672745,0.066704,0.321675,0.053938,0.561234,0
0.963072,0.487281,0.259091,0.897646,0.951678,1
0.106442,0.62497,0.044907,0.174092,0.128695,0
0.596558,0.135132,0.106778,0.696094,0.883449,1
0.828497,0.02529,0.291328,0.023465,0.085324,0
0.173578,0.324366,0.423661,0.718856,0.930572,1
0.185878,0.001249,0.010918,0.983021,0.022112,0
0.921135,0.018347,0.487102,0.895229,0.706402,1
0.798016,0.224144,0.482659,0.282614,0.404044,0
0.94785,0.493716,0.278648,0.435818,0.917942,1
0.166395,0.027128,0.428638,0.366101,0.823822,0
0.748924,0.4257,0.904195,0.14578,0.467812,1
0.773501,0.585724,0.959577,0.185134,0.238991,0
0.824661,0.737944,0.438396,0.897906,0.042341,1
0.208751,0.192427,0.820363,0.936433,0.02901,0
0.941417,0.026802,0.252345,0.589228,0.700194,1
0.540257,0.560095,0.00615,0.307587,0.420054,0
0.65409,0.452407,0.371714,0.872229,0.657584,1
0.023683,0.914019,0.057957,0.272732,0.407026,0
0.102944,0.475716,0.84391,0.974312,0.93155,1
0.05849,0.916085,0.429357,0.593316,0.350545,0
0.030941,0.724653,0.594868,0.717305,0.883864,1
0.116276,0.740317,0.332448,0.729556,0.316563,0
0.726323,0.251097,0.972778,0.357107,0.978475,1
0.206477,0.250211,0.546281,0.972801,0.151114,0
0.629061,0.758999,0.053954,0.868503,0.592641,1
0.259169,0.107612,0.067036,0.478753,0.343628,0
0.716611,0.550436,0.477135,0.485154,0.596792,1
0.461003,0.380681,0.318198,0.388493,0.575189,0
0.702332,0.225531,0.942304,0.148849,0.965608,1
0.533349,0.2477,0.173953,0.546964,0.003534,0
0.243632,0.809664,0.507349,0.605943,0.901951,1
0.433586,0.98054,0.756421,0.454339,0.075426,0
0.782153,0.696257,0.819763,0.36424,0.948399,1
0.428649,0.116589,0.301486,0.48207,0.541822,0
0.997083,0.182125,0.88052,0.640289,0.470169,1
0.501179,0.179865,0.54061,0.422477,0.199562,0
0.424622,0.331799,0.28748,0.937403,0.696697,1
0.688091,0.224147,0.419178,0.252716,0.065335,0
0.371357,0.608613,0.831,0.900352,0.451592,1
0.087506,0.198048,0.410282,0.145567,0.11359,0
0.992266,0.360239,0.715594,0.335125,0.659401,1
0.239403,0.859467,0.202413,0.106738,0.725029,0
0.659417,0.428804,0.377336,0.287998,0.706462,0
0.691449,0.212093,0.641525,0.971328,0.078297,0
0.777315,0.94124,0.57756,0.471742,0.347184,1
0.258387,0.176377,0.507614,0.498125,0.76606,0
0.964709,0.720238,0.993773,0.566464,0.997869,1
0.322217,0.36901,0.517615,0.542839,0.280673,0
0.491207,0.514025,0.941461,0.666547,0.400505,1
0.537855,0.487924,0.224974,0.135665,0.007824,0
0.915081,0.940028,0.051813,0.59348,0.865855,1
0.907065,0.964894,0.690342,0.011895,0.057607,0
0.560742,0.691624,0.878144,0.213182,0.527,1
0.957009,0.216705,0.52017,0.414542,0.195098,1
0.790497,0.816037,0.906463,0.9588,0.088699,1
0.051634,0.78151,0.405176,0.174551,0.654931,0
0.954117,0.734461,0.66592,0.228674,0.504763,1
0.716119,0.040701,0.172549,0.908611,0.295059,0
0.841977,0.971452,0.337947,0.792322,0.753792,1
0.028883,0.254423,0.103194,0.420626,0.639058,0
0.328151,0.539968,0.643003,0.46726,0.611888,1
0.326796,0.366901,0.631378,0.730086,0.505527,0
0.335128,0.62452,0.354951,0.339457,0.70142,1
0.323466,0.718249,0.289893,0.043812,0.244386,0
0.111541,0.199968,0.4695,0.815559,0.968036,1
0.329484,0.127321,0.700217,0.635193,0.054368,0
0.436577,0.842894,0.9656,0.352992,0.444478,1
0.21742,0.130469,0.205597,0.371675,0.285743,0
0.917117,0.633739,0.218766,0.456062,0.900313,1
0.127279,0.011669,0.810254,0.387528,0.169049,0
0.844487,0.64406,0.263106,0.680062,0.227587,1
0.598876,0.445975,0.86539,0.554609,0.293207,0
0.49906,0.531757,0.96921,0.232783,0.596705,1
0.924453,0.356701,0.141708,0.328825,0.293742,0
0.697101,0.242914,0.951331,0.097042,0.640741,1
0.082949,0.219161,0.509297,0.025828,0.16324,0
0.600627,0.385262,0.656288,0.303248,0.965942,1
0.296512,0.567636,0.883675,0.391402,0.530222,0
0.964584,0.77237,0.853489,0.223584,0.681051,1
0.581905,0.240045,0.19425,0.152481,0.375007,0
0.516344,0.047647,0.405146,0.545817,0.695664,1
0.346257,0.955248,0.9511,0.001467,0.164841,0
0.689169,0.055893,0.464581,0.842555,0.822155,1
0.11155,0.357592,0.884563,0.199345,0.765301,0
0.784107,0.424096,0.999265,0.530617,0.572704,1
0.3746,0.194153,0.354338,0.171085,0.498394,0
0.789818,0.487722,0.289744,0.878351,0.292239,1
0.017553,0.372012,0.45482,0.878529,0.006525,1
0.876961,0.909745,0.728925,0.388101,0.498379,1
0.837018,0.792187,0.015672,0.026891,0.283309,0
0.538976,0.262865,0.421712,0.982191,0.534913,1
0.590181,0.486494,0.301102,0.054602,0.101496,0
0.274696,0.777582,0.793748,0.202955,0.855185,1
0.061639,0.735354,0.61436,0.164678,0.022851,0
0.969796,0.123002,0.968403,0.931783,0.533489,1
0.364618,0.035964,0.33073,0.927411,0.172978,0
0.887165,0.946583,0.486737,0.1827,0.761063,1
0.52723,0.152507,0.889204,0.393886,0.235251,0
0.491759,0.031122,0.435707,0.523919,0.762666,1
0.56501,0.015185,0.456872,0.017443,0.558397,0
0.893546,0.386706,0.033762,0.929615,0.752871,1
0.144973,0.59554,0.11405,0.527377,0.620847,0
0.521902,0.926004,0.159778,0.581631,0.47105,1
0.062979,0.674931,0.26575,0.247702,0.007142,0
0.378613,0.733096,0.509388,0.92448,0.517867,1
0.679597,0.988012,0.097037,0.773773,0.072986,0
0.322067,0.857195,0.203365,0.372785,0.869141,1
0.273711,0.480164,0.703704,0.949783,0.463586,0
0.785976,0.615155,0.995354,0.874696,0.112598,1
0.323253,0.086729,0.017188,0.216794,0.83455,0
0.073642,0.865903,0.62399,0.19095,0.973771,1
0.059502,0.734326,0.642707,0.553678,0.041013,0
0.753818,0.6447,0.906348,0.959026,0.232512,1
0.342775,0.499626,0.178469,0.325436,0.354035,0
0.768331,0.45519,0.459058,0.887551,0.880926,1
0.064564,0.921292,0.171697,0.701502,0.25116,0
0.206774,0.38487,0.521036,0.592316,0.974053,1
0.017295,0.526131,0.047099,0.289727,0.649636,0
0.946291,0.881062,0.714826,0.718525,0.33565,1
0.715765,0.071673,0.661822,0.082104,0.258498,0
0.155748,0.965731,0.752992,0.06434,0.980443,1
0.077928,0.726697,0.569211,0.673261,0.085214,0
0.529555,0.775824,0.758748,0.646146,0.844677,1
0.62771,0.307087,0.021437,0.135262,0.216985,0
0.781943,0.028244,0.647396,0.602395,0.902857,1
0.290641,0.454572,0.037366,0.027774,0.578034,0
0.377029,0.754621,0.27769,0.602374,0.991184,1
0.219705,0.580605,0.820369,0.459475,0.175373,0
0.254362,0.296836,0.319321,0.019717,0.982505,1
0.919603,0.186603,0.344368,0.237901,0.044052,0
0.440708,0.603003,0.70991,0.18328,0.726608,1
0.057075,0.906381,0.395533,0.870453,0.341495,0
0.123772,0.513661,0.347373,0.318912,0.954477,1
0.352378,0.667587,0.65818,0.840772,0.161299,0
0.673845,0.09482,0.969511,0.951129,0.699796,1
0.05364,0.473561,0.942118,0.913458,0.189736,0
0.182721,0.248569,0.372998,0.218143,0.982333,1
0.652762,0.304895,0.787537,0.627863,0.104817,0
0.703655,0.193423,0.669054,0.897324,0.401199,1
0.030244,0.830903,0.12453,0.063418,0.381665,0
0.706005,0.995561,0.81771,0.287023,0.317084,1
0.153489,0.419424,0.273618,0.843655,0.434301,0
0.646363,0.918495,0.26224,0.505043,0.482891,1
0.709682,0.343301,0.011109,0.053647,0.393965,1
0.989916,0.640328,0.753832,0.755117,0.861263,1
0.042663,0.411111,0.942083,0.941321,0.622968,0
0.965981,0.437119,0.961684,0.979888,0.310224,1
0.625084,0.576826,0.081564,0.242984,0.168179,0
0.455565,0.863842,0.40502,0.570688,0.702399,1
0.242273,0.117968,0.183234,0.978686,0.177141,0
0.627265,0.493642,0.890515,0.945382,0.997346,1
0.017593,0.392901,0.696655,0.07851,0.829405,0
0.850946,0.981988,0.855852,0.718822,0.952254,1
0.288127,0.447133,0.801844,0.396082,0.399235,0
0.962612,0.831046,0.367866,0.606152,0.459643,1
0.605196,0.310241,0.647355,0.069085,0.423251,0
0.223851,0.827774,0.752426,0.427101,0.760941,1
0.975476,0.230444,0.472553,0.51509,0.150886,0
0.88034,0.716361,0.413844,0.089437,0.893734,1
0.51742,0.326459,0.136794,0.350395,0.152568,0
0.953024,0.78103,0.922337,0.37041,0.83077,1
0.563618,0.187248,0.324426,0.46965,0.54937,0
0.67117,0.230886,0.904591,0.470845,0.878237,1
0.398045,0.213655,0.941085,0.840075,0.461869,0
0.609824,0.525757,0.825508,0.797972,0.963742,1
0.118905,0.043756,0.07118,0.668432,0.724622,0
0.398818,0.778614,0.334171,0.92725,0.353249,1
0.400178,0.675352,0.490675,0.017239,0.567619,0
0.471046,0.502248,0.97542,0.459913,0.651368,1
0.140215,0.99341,0.967034,0.207418,0.458074,0
0.830498,0.588143,0.814907,0.774262,0.826885,1
0.600428,0.039793,0.262102,0.69295,0.187797,0
0.361741,0.037784,0.7185,0.866583,0.68631,1
0.082778,0.176219,0.004235,0.396071,0.948646,0
0.645741,0.677259,0.685292,0.012344,0.66499,1
0.42771,0.483416,0.833443,0.871011,0.120515,0
0.135493,0.839378,0.653904,0.930651,0.963365,1
0.341817,0.632905,0.259862,0.509213,0.137143,0
0.853899,0.895054,0.93845,0.314468,0.504392,1
0.529455,0.189967,0.206507,0.646734,0.054639,0
0.891654,0.839661,0.55657,0.238451,0.316316,1
0.68348,0.100141,0.237177,0.055566,0.531995,0
0.746159,0.287162,0.879234,0.775517,0.990999,1
0.51669,0.990793,0.952776,0.054837,0.192878,0
0.811064,0.61788,0.102246,0.18156,0.518123,1
0.075277,0.040483,0.519696,0.769125,0.646388,0
0.925229,0.852142,0.455472,0.142609,0.548456,1
0.164554,0.672428,0.03689,0.430695,0.407003,0
0.905538,0.435904,0.703872,0.284855,0.42205,1
0.718913,0.234426,0.093743,0.309309,0.185731,0
0.938579,0.022507,0.637161,0.861664,0.522385,1
0.053692,0.506426,0.513257,0.457298,0.373448,0
0.478772,0.165004,0.425545,0.06838,0.935806,1
0.621161,0.526397,0.568262,0.61933,0.24645,0
0.591746,0.675383,0.823098,0.983569,0.828571,1
0.509691,0.107685,0.376294,0.220937,0.487959,0
0.676643,0.646813,0.608828,0.626032,0.792246,1
0.882,0.441662,0.264595,0.634153,0.005538,0
0.913943,0.859438,0.119105,0.902305,0.949207,1
0.379154,0.040983,0.742698,0.128565,0.560594,0
0.013551,0.672363,0.095064,0.769257,0.804031,0
0.145289,0.496376,0.082322,0.583153,0.176016,0
0.212498,0.942753,0.477621,0.837339,0.47517,1
0.678206,0.453449,0.693232,0.624742,0.29058,0
0.451109,0.975324,0.414139,0.922571,0.832126,1
0.981018,0.068156,0.466071,0.223041,0.17004,0
0.219413,0.954243,0.751696,0.287976,0.849514,1
0.513901,0.355038,0.75111,0.331071,0.404042,0
0.365858,0.955614,0.559631,0.015636,0.741709,1
0.847889,0.161963,0.216872,0.708118,0.168185,0
0.819304,0.522716,0.183877,0.215396,0.531142,1
0.057096,0.123839,0.731349,0.361754,0.763949,1
0.770203,0.647411,0.624481,0.678907,0.662713,1
0.785543,0.995223,0.390251,0.287291,0.073568,0
0.924787,0.976049,0.175424,0.71302,0.399124,1
0.586383,0.552925,0.242463,0.33404,0.136908,0
0.669535,0.949498,0.296423,0.230576,0.389378,1
